"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"CU","2023-05-13","76.2","1.06","6.13","Detmers, Reid",642708,672282,"double","hit_into_play",,,,,4,"Amed Rosario doubles (5) on a line drive to left fielder Mickey Moniak.   Steven Kwan scores.","R","R","L","CLE","LAA","X",7,"line_drive",2,2,2023,"-0.83","-1.22","-0.55","2.71",,680757,,0,6,"Bot",48.63,125.42,,,642136,,,-1.874558554684994,-110.90859491969655,2.066085094173336,-6.40792773442569,21.57986540270728,-42.801474802877436,"3.29","1.56",262,"96.9",15,"75.2",2526,"5.7",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.77",0.797,0.744,"1.25",1,1,1,4,47,6,"Curveball",0,3,0,3,3,1,1,3,"Standard","Standard",325,"0.121","1.055"
"SL","2023-05-13","90.7","1.06","5.96","Detmers, Reid",642708,672282,,"blocked_ball",,,,,13,"Amed Rosario doubles (5) on a line drive to left fielder Mickey Moniak.   Steven Kwan scores.","R","R","L","CLE","LAA","B",,,1,2,2023,"0.02","0.47","-0.9","0.76",,680757,,0,6,"Bot",,,,,642136,,,-4.890766557409284,-131.90721041286275,-8.04326266326589,1.2043135774246068,27.251501563988295,-25.221610512236833,"2.97","1.46",,,,"90.3",1863,"6",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.51",,,,,,,,47,5,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",135,"0","0.033"
"SL","2023-05-13","89.2","1.1","6","Detmers, Reid",642708,672282,,"foul",,,,,11,"Amed Rosario doubles (5) on a line drive to left fielder Mickey Moniak.   Steven Kwan scores.","R","R","L","CLE","LAA","S",,,1,2,2023,"0.01","0.46","0","3.75",,680757,,0,6,"Bot",,,,,642136,,,-2.7319295815976736,-130.1425457697967,-0.6018769844385303,0.5891870787342122,22.33080882869127,-26.949487142967424,"3.29","1.56",246,"84.3",27,"89.7",2013,"6",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.47",,,,,,,,47,4,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",147,"0","0"
"FF","2023-05-13","93.6","1.09","5.96","Detmers, Reid",642708,672282,,"ball",,,,,11,"Amed Rosario doubles (5) on a line drive to left fielder Mickey Moniak.   Steven Kwan scores.","R","R","L","CLE","LAA","B",,,0,2,2023,"0.82","1.5","-0.22","4.39",,680757,,0,6,"Bot",,,,,642136,,,-5.175481170980792,-136.26818855022182,-1.6075424379526835,11.394110651926011,29.166918059489674,-13.340626542215894,"3.05","1.56",,,,"93.4",2171,"6.1",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.4",,,,,,,,47,3,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",141,"0","0.068"
"SL","2023-05-13","90.5","1.16","5.96","Detmers, Reid",642708,672282,,"called_strike",,,,,4,"Amed Rosario doubles (5) on a line drive to left fielder Mickey Moniak.   Steven Kwan scores.","R","R","L","CLE","LAA","S",,,0,1,2023,"0.29","0.34","-0.32","2.26",,,680757,0,6,"Bot",,,,,642136,,,-4.275070033620281,-131.7501594769686,-4.042096374043968,4.244728296841953,25.92753046204205,-27.588964660387706,"3.05","1.56",,,,"90.1",1989,"5.9",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.63",,,,,,,,47,2,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",140,"0.021","-0.055"
"FF","2023-05-13","92.5","1.07","5.94","Detmers, Reid",642708,672282,,"foul",,,,,8,"Amed Rosario doubles (5) on a line drive to left fielder Mickey Moniak.   Steven Kwan scores.","R","R","L","CLE","LAA","S",,,0,0,2023,"0.82","1.45","-0.04","2.05",,,680757,0,6,"Bot",,,,,642136,,,-4.596538407746843,-134.58911410495406,-7.26179055759473,11.003849295800515,26.828555506374926,-13.163659406375443,"3.29","1.56",193,"69.8",32,"92.4",2136,"6.1",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.45",,,,,,,,47,1,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",143,"0","-0.051"
"FF","2023-05-13","93.8","1.13","6.02","Detmers, Reid",680757,672282,"walk","ball",,,,,12,"Steven Kwan walks.","R","L","L","CLE","LAA","B",,,3,1,2023,"1.01","1.12","1.1","3.35",,,,0,6,"Bot",,,,,642136,,,-2.300436997260935,-136.603471810641,-3.694564456074537,13.208467109901218,28.926231951709074,-17.476909847802037,"3.13","1.47",,,,"93.7",2127,"6.1",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.39",,,"0.7",1,0,0,,46,5,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",143,"0.046","0.23"
"FF","2023-05-13","93.1","1.01","6.03","Detmers, Reid",680757,672282,,"ball",,,,,12,"Steven Kwan walks.","R","L","L","CLE","LAA","B",,,2,1,2023,"1.06","1.25","0.49","3.82",,,,0,6,"Bot",,,,,642136,,,-3.641030201466163,-135.6854675136956,-2.6909954256888113,13.884566334048714,27.976739494174392,-16.275569978379597,"3.13","1.47",,,,"93",1926,"6",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.49",,,,,,,,46,4,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",140,"0","0.123"
"CU","2023-05-13","76","1.11","6.17","Detmers, Reid",680757,672282,,"ball",,,,,13,"Steven Kwan walks.","R","L","L","CLE","LAA","B",,,1,1,2023,"-0.8","-1.17","-0.08","0.5",,,,0,6,"Bot",,,,,642136,,,-1.0447957583383958,-110.63814051723904,-2.630897496857003,-6.321090643026641,21.65681239800894,-41.44364657785447,"3.13","1.47",,,,"74.9",2655,"5.7",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.8",,,,,,,,46,3,"Curveball",0,3,0,3,3,0,0,3,"Strategic","Standard",329,"0","0.049"
"CU","2023-05-13","76.6","1.17","6.22","Detmers, Reid",680757,672282,,"ball",,,,,13,"Steven Kwan walks.","R","L","L","CLE","LAA","B",,,0,1,2023,"-1.09","-1.19","-1.23","1.25",,,,0,6,"Bot",,,,,642136,,,-3.0650747055630845,-111.45079363155787,-1.2215785682346767,-8.323863914628552,23.237983614287195,-41.93969610938982,"3.13","1.47",,,,"75.3",2632,"5.7",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.82",,,,,,,,46,2,"Curveball",0,3,0,3,3,0,0,3,"Strategic","Standard",323,"0","0.03"
"FF","2023-05-13","91.9","1.36","6.01","Detmers, Reid",680757,672282,,"called_strike",,,,,3,"Steven Kwan walks.","R","L","L","CLE","LAA","S",,,0,0,2023,"1.04","1.26","0.61","2.73",,,,0,6,"Bot",,,,,642136,,,-4.104959701745193,-133.64547008132786,-5.102315283588304,13.30959328637094,30.71714068036776,-16.237927049426638,"3.1","1.47",,,,"91.1",2136,"6",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.53",,,,,,,,46,1,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Strategic","Standard",141,"0","-0.037"
"CU","2023-05-13","77.4","1.08","6.13","Detmers, Reid",595956,672282,"field_out","hit_into_play",,,,,8,"Cam Gallagher grounds out, third baseman Anthony Rendon to first baseman Gio Urshela.","R","R","L","CLE","LAA","X",5,"ground_ball",2,2,2023,"-0.76","-1.29","0.01","1.87",,,,2,5,"Bot",102.9,172.54,,,642136,,,-0.9045005637860352,-112.74771863979515,0.20613757037884928,-6.239311835621543,21.795346479892956,-43.374526851201814,"3.42","1.64",3,"63.6",-34,"76.4",2545,"5.7",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.82",0.063,0.057,"0",1,0,0,2,40,7,"Curveball",0,3,0,3,3,0,0,3,"Standard","Standard",327,"-0.01","-0.09"
"SL","2023-05-13","90.1","1.05","6.09","Detmers, Reid",595956,672282,,"foul",,,,,5,"Cam Gallagher grounds out, third baseman Anthony Rendon to first baseman Gio Urshela.","R","R","L","CLE","LAA","S",,,2,2,2023,"0.04","0.62","-0.2","2.6",,,,2,5,"Bot",,,,,642136,,,-3.170908060038136,-131.14773491456495,-4.012755910040228,1.0893364615269414,27.96760380773562,-24.329012245594125,"3.42","1.64",29,"94.6",-3,"89.6",2029,"6",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.52",,,,,,,,40,6,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",148,"0","0"
"SL","2023-05-13","90.5","1.1","6.05","Detmers, Reid",595956,672282,,"foul",,,,,13,"Cam Gallagher grounds out, third baseman Anthony Rendon to first baseman Gio Urshela.","R","R","L","CLE","LAA","S",,,2,2,2023,"-0.13","0.49","-0.95","2.32",,,,2,5,"Bot",,,,,642136,,,-4.800615429699916,-131.7663136564116,-4.469298211162522,-0.620482691833269,26.043926980379542,-25.698258333071056,"3.42","1.64",,,,"90.4",1993,"6.1",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.45",,,,,,,,40,5,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",150,"0","0"
"CH","2023-05-13","86.3","1.18","5.96","Detmers, Reid",595956,672282,,"ball",,,,,12,"Cam Gallagher grounds out, third baseman Anthony Rendon to first baseman Gio Urshela.","R","R","L","CLE","LAA","B",,,1,2,2023,"1.32","0.55","1.48","3.87",,,,2,5,"Bot",,,,,642136,,,-1.9560683552451668,-125.68650504712613,0.10676836448947202,14.372602734485959,24.958273993690156,-26.564246089579505,"3.25","1.64",,,,"86",1559,"6",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.53",,,,,,,,40,4,"Changeup",0,3,0,3,3,0,0,3,"Standard","Standard",132,"0","0.018"
"FF","2023-05-13","94.6","0.92","6.01","Detmers, Reid",595956,672282,,"foul",,,,,4,"Cam Gallagher grounds out, third baseman Anthony Rendon to first baseman Gio Urshela.","R","R","L","CLE","LAA","S",,,1,1,2023,"0.92","1.33","-0.43","2.66",,,,2,5,"Bot",,,,,642136,,,-5.543895237279375,-137.56796384566906,-6.003168129466121,12.85473721824922,29.70964676229503,-14.194353420945948,"3.42","1.64",,,,"94.3",2182,"6.1",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.4",,,,,,,,40,3,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",140,"0","-0.026"
"CH","2023-05-13","86.5","1.15","5.86","Detmers, Reid",595956,672282,,"ball",,,,,13,"Cam Gallagher grounds out, third baseman Anthony Rendon to first baseman Gio Urshela.","R","R","L","CLE","LAA","B",,,0,1,2023,"1.45","0.64","-0.6","1.09",,,,2,5,"Bot",,,,,642136,,,-7.065384077774616,-125.73731662668393,-6.460234573896377,16.80419384123656,23.74053320166694,-24.269838842257755,"3.32","1.64",,,,"86",1593,"5.9",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.61",,,,,,,,40,2,"Changeup",0,3,0,3,3,0,0,3,"Standard","Standard",131,"0","0.015"
"SL","2023-05-13","90.4","1.12","6.04","Detmers, Reid",595956,672282,,"called_strike",,,,,6,"Cam Gallagher grounds out, third baseman Anthony Rendon to first baseman Gio Urshela.","R","R","L","CLE","LAA","S",,,0,0,2023,"0.24","0.55","0.57","2.56",,,,2,5,"Bot",,,,,642136,,,-1.8772142883959728,-131.6913101402415,-3.9351127489454285,3.2362834970603997,26.247482022831207,-25.17175509340331,"3.3","1.64",,,,"90.3",2066,"6.1",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.45",,,,,,,,40,1,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",142,"0","-0.021"
"SL","2023-05-13","89.7","1.18","6.06","Detmers, Reid",664702,672282,"field_out","hit_into_play",,,,,4,"Myles Straw flies out sharply to center fielder Mike Trout.","R","R","L","CLE","LAA","X",8,"fly_ball",0,1,2023,"0.11","0.42","-0.3","2.71",,,,1,5,"Bot",128.2,42.92,,,642136,,,-3.894047583239188,-130.62882747611846,-3.2014334928057093,2.1382323661439613,27.66115135944926,-26.89123467855708,"3.33","1.54",385,"100.4",32,"89.6",1959,"6.2",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.32",0.517,0.943,"0",1,0,0,6,39,2,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",146,"-0.016","-0.146"
"CU","2023-05-13","76.2","1.21","6.13","Detmers, Reid",664702,672282,,"called_strike",,,,,2,"Myles Straw flies out sharply to center fielder Mike Trout.","R","R","L","CLE","LAA","S",,,0,0,2023,"-0.91","-1.33","0.24","2.84",,,,1,5,"Bot",,,,,642136,,,-0.39456288409965634,-110.87208197590122,2.6034839227138247,-7.351244212026088,23.385739467497302,-43.818498538138655,"3.26","1.54",,,,"74.8",2561,"5.6",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.86",,,,,,,,39,1,"Curveball",0,3,0,3,3,0,0,3,"Standard","Standard",326,"0","-0.027"
"SL","2023-05-13","88.8","1.32","5.9","Detmers, Reid",665926,672282,"field_out","hit_into_play",,,,,3,"Andres Gimenez lines out to third baseman Anthony Rendon.","R","L","L","CLE","LAA","X",5,"line_drive",1,2,2023,"-0.04","0.24","0.35","2.92",,,,0,5,"Bot",92.59,154.78,,,642136,,,-2.280514192750157,-129.32883699266543,-1.7970204379795485,0.024096116315033545,26.00501123485216,-29.287285169461228,"3.22","1.49",142,"50.9",38,"88.5",2080,"6",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.52",0.123,0.111,"0",1,0,0,1,38,4,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",174,"-0.025","-0.174"
"CU","2023-05-13","77.4","0.96","6.11","Detmers, Reid",665926,672282,,"ball",,,,,13,"Andres Gimenez lines out to third baseman Anthony Rendon.","R","L","L","CLE","LAA","B",,,0,2,2023,"-0.84","-1.35","-2.59","-0.1",,,,0,5,"Bot",,,,,642136,,,-6.0156480409397695,-112.54724101785021,-3.737159134726842,-5.817426286307759,22.853995810202328,-43.0375319230645,"3.12","1.49",,,,"76.5",2749,"5.9",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.57",,,,,,,,38,3,"Curveball",0,3,0,3,3,0,0,3,"Standard","Standard",329,"0","0.025"
"FF","2023-05-13","93.4","1.14","5.93","Detmers, Reid",665926,672282,,"swinging_strike",,,,,12,"Andres Gimenez lines out to third baseman Anthony Rendon.","R","L","L","CLE","LAA","S",,,0,1,2023,"1.01","1.18","0.75","3.5",,,,0,5,"Bot",,,,,642136,,,-3.209463435890425,-135.9848557617723,-3.1057761666342225,13.188950649870684,28.397453768657996,-17.03506138895252,"3.22","1.49",,,,"93.2",2039,"6",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.49",,,,,,,,38,2,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Strategic","Standard",141,"0","-0.048"
"CU","2023-05-13","75.7","1.21","6.13","Detmers, Reid",665926,672282,,"called_strike",,,,,8,"Andres Gimenez lines out to third baseman Anthony Rendon.","R","L","L","CLE","LAA","S",,,0,0,2023,"-0.78","-1.24","0.01","1.95",,,,0,5,"Bot",,,,,642136,,,-1.0874400071431258,-110.29255599636315,0.5835844750302801,-6.155303058713371,20.783321667329872,-42.596405384012996,"3.05","1.49",,,,"74.8",2538,"5.7",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.82",,,,,,,,38,1,"Curveball",0,3,0,3,3,0,0,3,"Standard","Standard",321,"0","-0.037"
"SL","2023-05-13","90.7","1.14","5.97","Detmers, Reid",672356,672282,"field_out","hit_into_play",,,,,5,"Gabriel Arias lines out to right fielder Hunter Renfroe.","R","R","L","CLE","LAA","X",9,"line_drive",2,2,2023,"-0.03","0.66","-0.17","2.51",,,605137,2,4,"Bot",186.91,84.28,,,642136,,,-3.2135242145228076,-132.111913173403,-4.1675743612526785,0.3423768596856993,27.521282788816478,-23.746097809316023,"3.41","1.54",322,"96.5",21,"90.6",2070,"6.1",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.38",0.28,0.325,"0",1,0,0,3,33,5,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",151,"-0.023","-0.206"
"FF","2023-05-13","95.1","1.14","5.87","Detmers, Reid",672356,672282,,"called_strike",,,,,13,"Gabriel Arias lines out to right fielder Hunter Renfroe.","R","R","L","CLE","LAA","S",,,2,1,2023,"0.81","1.33","-0.84","1.67",,,605137,2,4,"Bot",,,,,642136,,,-6.962787516813664,-138.06386528407228,-8.273280959116507,11.895682989198162,32.3727058795328,-13.452434362714886,"3.44","1.54",,,,"94.5",2196,"6.2",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.3",,,,,,,,33,4,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",139,"0","-0.063"
"FF","2023-05-13","94.1","1.27","5.82","Detmers, Reid",672356,672282,,"swinging_strike",,,,,2,"Gabriel Arias lines out to right fielder Hunter Renfroe.","R","R","L","CLE","LAA","S",,,2,0,2023,"0.79","1.42","-0.25","2.91",,,605137,2,4,"Bot",,,,,642136,,,-5.685147800311723,-136.84914429876426,-4.969181297793754,11.263018595475884,31.40835880858086,-13.404195029217325,"3.41","1.54",,,,"93.7",2141,"6.2",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.34",,,,,,,,33,3,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",134,"0","-0.032"
"FF","2023-05-13","94","1.03","5.91","Detmers, Reid",672356,672282,,"ball",,,,,13,"Gabriel Arias lines out to right fielder Hunter Renfroe.","R","R","L","CLE","LAA","B",,,1,0,2023,"0.91","1.36","-1.76","2.33",,,605137,2,4,"Bot",,,,,642136,,,-9.198164922378504,-136.4343732357973,-6.540642397154733,13.41872805403416,29.89433639559481,-13.850611172733368,"3.34","1.54",,,,"93.6",2118,"6.2",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.31",,,,,,,,33,2,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",141,"0","0.032"
"SL","2023-05-13","90.4","1.28","6","Detmers, Reid",672356,672282,,"ball",,,,,13,"Gabriel Arias lines out to right fielder Hunter Renfroe.","R","R","L","CLE","LAA","B",,,0,0,2023,"-0.12","0.47","-0.13","1.14",,,605137,2,4,"Bot",,,,,642136,,,-3.2390027671864288,-131.43576504982912,-7.082677517177581,-0.7041388532511187,29.324440624571448,-25.358364877073242,"3.36","1.54",,,,"89.6",2069,"6",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.53",,,,,,,,33,1,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",134,"0","0.026"
"SL","2023-05-13","91.2","1.17","5.94","Detmers, Reid",647304,672282,"field_out","hit_into_play",,,,,5,"Josh Naylor lines out to center fielder Mike Trout.","R","L","L","CLE","LAA","X",8,"line_drive",1,0,2023,"0.12","0.45","0.02","2.17",,,605137,1,4,"Bot",105.02,65.72,,,642136,,,-3.143733815124077,-132.72657052169407,-4.543565439712756,2.0960534482246054,28.925739987655376,-26.03339477227246,"3.09","1.45",340,"95",29,"90.9",2064,"6.1",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.37",0.214,0.403,"0",1,0,0,5,32,2,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",147,"-0.03","-0.361"
"SL","2023-05-13","90.6","1.16","5.92","Detmers, Reid",647304,672282,,"blocked_ball",,,,,13,"Josh Naylor lines out to center fielder Mike Trout.","R","L","L","CLE","LAA","B",,,0,0,2023,"0.09","0.47","-1.15","0.61",,608070,605137,0,4,"Bot",,,,,642136,,,-5.956316262781959,-131.76967045185455,-8.357881547928617,2.1646516946527523,25.370389266824816,-25.263537496140888,"3.24","1.45",,,,"90.7",2017,"6.2",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.34",,,,,,,,32,1,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",140,"0","0.093"
"SL","2023-05-13","91.2","1.14","5.96","Detmers, Reid",605137,672282,"walk","blocked_ball",,,,,13,"Josh Bell walks.","R","R","L","CLE","LAA","B",,,3,2,2023,"0.05","0.44","-0.77","0.5",,608070,,0,4,"Bot",,,,,642136,,,-4.901090636493165,-132.6382866446198,-8.767829337391953,1.570906276274715,26.179712159836154,-25.41069457788273,"3.56","1.77",,,,"91.1",1875,"6.1",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.44",,,"0.7",1,0,0,,31,6,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",144,"0.043","0.325"
"FF","2023-05-13","95.4","1.23","5.9","Detmers, Reid",605137,672282,,"swinging_strike",,,,,1,"Josh Bell walks.","R","R","L","CLE","LAA","S",,,3,1,2023,"0.8","1.35","-0.47","3.68",,608070,,0,4,"Bot",,,,,642136,,,-6.2536938269091,-138.89135297108197,-3.240927144846437,11.800974654088392,30.934098256540015,-14.188642639453905,"3.73","1.77",,,,"95.2",2057,"6.1",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.38",,,,,,,,31,5,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",137,"0","-0.161"
"FF","2023-05-13","94.3","1.24","5.88","Detmers, Reid",605137,672282,,"foul",,,,,6,"Josh Bell walks.","R","R","L","CLE","LAA","S",,,3,0,2023,"1.06","1.29","0.59","2.69",,608070,,0,4,"Bot",,,,,642136,,,-4.026590491386926,-137.29120962919714,-5.494063303781569,14.28063187013441,30.094032713709122,-14.786857048266194,"3.73","1.77",222,"81.8",57,"94.1",2212,"6.1",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.37",,,,,,,,31,4,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",140,"0","-0.049"
"FF","2023-05-13","94.9","1.17","5.99","Detmers, Reid",605137,672282,,"ball",,,,,12,"Josh Bell walks.","R","R","L","CLE","LAA","B",,,2,0,2023,"1.02","1.28","0.86","3.86",,608070,,0,4,"Bot",,,,,642136,,,-3.064213476385946,-138.13887708925384,-2.7605630739118956,13.71962004048619,31.007070766336902,-15.412609552313567,"3.63","1.77",,,,"94.5",2270,"6.1",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.44",,,,,,,,31,3,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",142,"0","0.129"
"CU","2023-05-13","75.7","1.21","6.1","Detmers, Reid",605137,672282,,"ball",,,,,12,"Josh Bell walks.","R","R","L","CLE","LAA","B",,,1,0,2023,"-0.95","-1.22","1.39","4.54",,608070,,0,4,"Bot",,,,,642136,,,2.0362080343108073,-109.93099691731285,5.957081064283096,-8.074818759113704,20.936032726937807,-43.37125490778986,"3.56","1.77",,,,"74.3",2582,"5.5",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.99",,,,,,,,31,2,"Curveball",0,3,0,3,3,0,0,3,"Strategic","Standard",320,"0","0.073"
"FF","2023-05-13","94.9","1.17","5.99","Detmers, Reid",605137,672282,,"ball",,,,,12,"Josh Bell walks.","R","R","L","CLE","LAA","B",,,0,0,2023,"1.1","1.3","0.74","5.03",,608070,,0,4,"Bot",,,,,642136,,,-3.5905615438223504,-138.26271451955247,0.21857807471357144,14.884556810363202,29.69408773685319,-15.726227173778058,"3.66","1.77",,,,"94.8",2117,"6.1",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.4",,,,,,,,31,1,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",140,"0","0.069"
"SL","2023-05-13","90.7","1.28","5.98","Detmers, Reid",608070,672282,"double","hit_into_play",,,,,5,"Jose Ramirez doubles (11) on a sharp line drive to left fielder Mickey Moniak.","R","R","L","CLE","LAA","X",7,"line_drive",3,1,2023,"-0.19","0.57","0.03","2.65",,,,0,4,"Bot",91.67,90.06,,,642136,,,-2.701428004916107,-132.15790411835349,-3.635840077142086,-1.6562489732400116,27.200100813733208,-24.93910958537444,"3.32","1.55",214,"107.8",9,"90.2",2024,"5.9",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.64",0.757,0.703,"1.25",1,1,1,4,30,5,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",142,"0.064","0.454"
"SL","2023-05-13","90.7","1.31","5.95","Detmers, Reid",608070,672282,,"ball",,,,,13,"Jose Ramirez doubles (11) on a sharp line drive to left fielder Mickey Moniak.","R","R","L","CLE","LAA","B",,,2,1,2023,"-0.06","0.39","-0.39","1.15",,,,0,4,"Bot",,,,,642136,,,-4.108194749375205,-132.05302800696612,-6.922259702195681,0.12283854200575475,26.72091860875158,-26.366929099726114,"3.25","1.55",,,,"90.6",2034,"6.1",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.44",,,,,,,,30,4,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",132,"0","0.123"
"FF","2023-05-13","94.1","1.22","5.96","Detmers, Reid",608070,672282,,"ball",,,,,11,"Jose Ramirez doubles (11) on a sharp line drive to left fielder Mickey Moniak.","R","R","L","CLE","LAA","B",,,1,1,2023,"0.97","1.47","-0.44","3.37",,,,0,4,"Bot",,,,,642136,,,-6.405596546996514,-136.87721746341532,-4.224780030176535,13.609696734895538,31.238199069803883,-12.988671131855162,"3.25","1.55",,,,"93.6",2241,"6.1",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.4",,,,,,,,30,3,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",141,"0","0.049"
"CU","2023-05-13","76.2","1.17","6.21","Detmers, Reid",608070,672282,,"swinging_strike",,,,,7,"Jose Ramirez doubles (11) on a sharp line drive to left fielder Mickey Moniak.","R","R","L","CLE","LAA","S",,,1,0,2023,"-0.94","-1.3","-0.3","1.53",,,,0,4,"Bot",,,,,642136,,,-1.3803922346316926,-110.89417303893873,-0.34871837108531545,-7.421037568368297,22.817599035388138,-42.942375062459234,"3.32","1.55",,,,"74.8",2681,"5.6",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.88",,,,,,,,30,2,"Curveball",0,3,0,3,3,0,0,3,"Standard","Standard",328,"0","-0.046"
"FF","2023-05-13","94.4","1.05","5.97","Detmers, Reid",608070,672282,,"ball",,,,,12,"Jose Ramirez doubles (11) on a sharp line drive to left fielder Mickey Moniak.","R","R","L","CLE","LAA","B",,,0,0,2023,"0.97","1.31","1.1","2.8",,,,0,4,"Bot",,,,,642136,,,-2.0134791855477845,-137.4926141196549,-5.495114809215484,12.783320427695031,28.93020521001299,-14.53182081177268,"3.25","1.55",,,,"94.2",2095,"6",718191,672282,642136,570482,592273,543685,687263,666160,545361,592669,"54.47",,,,,,,,30,1,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",139,"0","0.039"
